work_year,experience_yr,experience_level,employment_type,job_title,job_title_nm,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,3,SE,FT,Data Scientist,1,123000,USD,123000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,167000,USD,167000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,123000,USD,123000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,211500,USD,211500,US,100,US,M
2022,3,SE,FT,Data Scientist,1,138600,USD,138600,US,100,US,M
2022,3,SE,FT,Data Scientist,1,150000,USD,150000,US,0,US,M
2022,3,SE,FT,Data Scientist,1,95550,USD,95550,US,0,US,M
2022,3,SE,FT,Data Scientist,1,205300,USD,205300,US,0,US,L
2022,3,SE,FT,Data Scientist,1,140400,USD,140400,US,0,US,L
2022,3,SE,FT,Data Scientist,1,176000,USD,176000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,144000,USD,144000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,205300,USD,205300,US,0,US,M
2022,3,SE,FT,Data Scientist,1,140400,USD,140400,US,0,US,M
2022,2,MI,FT,Data Scientist,1,141300,USD,141300,US,0,US,M
2022,2,MI,FT,Data Scientist,1,102100,USD,102100,US,0,US,M
2022,3,SE,FT,Data Scientist,1,230000,USD,230000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,150000,USD,150000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,160000,USD,160000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,230000,USD,230000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,220000,USD,220000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,140000,USD,140000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,140000,GBP,172386,GB,0,GB,M
2022,2,MI,FT,Data Scientist,1,70000,GBP,86193,GB,0,GB,M
2022,2,MI,FT,Data Scientist,1,200000,USD,200000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,120000,USD,120000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,185100,USD,185100,US,100,US,M
2022,3,SE,FT,Data Scientist,1,104890,USD,104890,US,100,US,M
2022,2,MI,FT,Data Scientist,1,2400000,INR,30523,IN,100,IN,L
2022,1,EN,FT,Data Scientist,1,1400000,INR,17805,IN,100,IN,M
2021,2,MI,FT,Data Scientist,1,109000,USD,109000,US,50,US,L
2022,2,MI,FT,Data Scientist,1,88000,CAD,67597,CA,100,CA,M
2022,1,EN,FT,Data Scientist,1,66500,CAD,51081,CA,100,CA,L
2022,2,MI,FT,Data Scientist,1,78000,USD,78000,US,100,US,M
2022,1,EN,FT,Data Scientist,1,40000,USD,40000,JP,100,MY,L
2022,1,EN,FT,Data Scientist,1,120000,AUD,83171,AU,50,AU,M
2022,3,SE,FT,Data Scientist,1,165000,USD,165000,US,100,US,M
2022,3,SE,FT,Data Scientist,1,100000,USD,100000,BR,100,US,M
2022,2,MI,FT,Data Scientist,1,150000,PLN,33609,PL,100,PL,L
2022,2,MI,FT,Data Scientist,1,135000,USD,135000,US,100,US,L
2021,1,EN,FT,Data Scientist,1,80000,USD,80000,US,100,US,M
2022,2,MI,FT,Data Scientist,1,115000,CHF,120402,CH,0,CH,L
2022,2,MI,FT,Data Scientist,1,48000,USD,48000,RU,100,US,S
2022,2,MI,FL,Data Scientist,1,100000,USD,100000,CA,100,US,M
2021,1,EN,FT,Data Scientist,1,100000,USD,100000,US,0,US,S
2022,1,EN,PT,Data Scientist,1,100000,USD,100000,DZ,50,DZ,M
2021,2,MI,FT,Data Scientist,1,82500,USD,82500,US,100,US,S
2021,1,EN,FT,Data Scientist,1,42000,EUR,49646,FR,50,FR,M
2021,2,MI,FT,Data Scientist,1,700000,INR,9466,IN,0,IN,S
2020,3,SE,FT,Data Scientist,1,60000,EUR,68428,GR,100,US,L
2021,1,EN,FT,Data Scientist,1,13400,USD,13400,UA,100,UA,L
2021,2,MI,FT,Data Scientist,1,95000,CAD,75774,CA,100,CA,L
2021,2,MI,FT,Data Scientist,1,150000,USD,150000,US,100,US,M
2021,2,MI,FT,Data Scientist,1,50000,USD,50000,NG,100,NG,L
2020,2,MI,FT,Data Scientist,1,45760,USD,45760,PH,100,US,S
2021,3,SE,FT,Data Scientist,1,45000,EUR,53192,FR,50,FR,L
2020,2,MI,FT,Data Scientist,1,60000,GBP,76958,GB,100,GB,S
2021,1,EN,FT,Data Scientist,1,2200000,INR,29751,IN,50,IN,L
2020,2,MI,FT,Data Scientist,1,105000,USD,105000,US,100,US,L
2021,1,EN,FT,Data Scientist,1,2100000,INR,28399,IN,100,IN,M
2021,1,EN,FT,Data Scientist,1,90000,USD,90000,US,100,US,S
2021,1,EN,FT,Data Scientist,1,31000,EUR,36643,FR,50,FR,L
2021,3,SE,FT,Data Scientist,1,165000,USD,165000,US,100,US,L
2021,3,SE,FT,Data Scientist,1,130000,CAD,103691,CA,100,CA,L
2020,2,MI,FT,Data Scientist,1,70000,EUR,79833,DE,0,DE,L
2021,3,SE,FT,Data Scientist,1,180000,TRY,20171,TR,50,TR,L
2021,1,EN,FT,Data Scientist,1,58000,USD,58000,US,50,US,L
2021,1,EN,FT,Data Scientist,1,100000,USD,100000,US,100,US,M
2021,3,SE,FT,Data Scientist,1,65720,EUR,77684,FR,50,FR,M
2021,2,MI,FT,Data Scientist,1,21600,EUR,25532,RS,100,DE,S
2021,2,MI,FT,Data Scientist,1,1250000,INR,16904,IN,100,IN,S
2020,2,MI,FT,Data Scientist,1,11000000,HUF,35735,HU,50,HU,L
2021,3,SE,FT,Data Scientist,1,135000,USD,135000,US,0,US,L
2021,2,MI,FT,Data Scientist,1,147000,USD,147000,US,50,US,L
2020,1,EN,FT,Data Scientist,1,45000,EUR,51321,FR,0,FR,S
2020,2,MI,FT,Data Scientist,1,3000000,INR,40481,IN,0,IN,L
2020,1,EN,FT,Data Scientist,1,35000,EUR,39916,FR,0,FR,M
2021,2,MI,FT,Data Scientist,1,76760,EUR,90734,DE,50,DE,L
2021,2,MI,FT,Data Scientist,1,420000,INR,5679,IN,100,US,S
2021,2,MI,FT,Data Scientist,1,30400000,CLP,40038,CL,100,CL,L
2021,2,MI,FT,Data Scientist,1,52000,EUR,61467,DE,50,AT,M
2021,2,MI,FT,Data Scientist,1,32000,EUR,37825,ES,100,ES,L
2021,2,MI,FT,Data Scientist,1,40900,GBP,56256,GB,50,GB,L
2021,2,MI,FT,Data Scientist,1,2500000,INR,33808,IN,0,IN,M
2021,2,MI,FT,Data Scientist,1,85000,GBP,116914,GB,50,GB,L
2021,2,MI,FT,Data Scientist,1,75000,EUR,88654,DE,50,DE,L
2021,2,MI,FT,Data Scientist,1,160000,USD,160000,US,100,US,L
2021,2,MI,FT,Data Scientist,1,69600,BRL,12901,BR,0,BR,S
2020,2,MI,FT,Data Scientist,1,37000,EUR,42197,FR,50,FR,S
2020,1,EN,FT,Data Scientist,1,55000,EUR,62726,DE,50,DE,S
2021,2,MI,FT,Data Scientist,1,76760,EUR,90734,DE,50,DE,L
2020,1,EN,PT,Data Scientist,1,19000,EUR,21669,IT,50,IT,S
2020,3,SE,FT,Data Scientist,1,120000,USD,120000,US,50,US,L
2021,3,SE,FT,Data Scientist,1,110000,CAD,87738,CA,100,CA,S
2021,2,MI,FT,Data Scientist,1,130000,USD,130000,US,50,US,L
2020,2,MI,FT,Data Scientist,1,34000,EUR,38776,ES,100,ES,M
2021,2,MI,FT,Data Scientist,1,39600,EUR,46809,ES,100,ES,M
2020,3,SE,FT,Data Scientist,1,80000,EUR,91237,AT,0,AT,S
2020,2,MI,FT,Data Scientist,1,55000,EUR,62726,FR,50,LU,S
2021,2,MI,FT,Data Scientist,1,115000,USD,115000,US,50,US,L
2021,2,MI,FT,Data Scientist,1,73000,USD,73000,US,0,US,L
2020,2,MI,FT,Data Scientist,1,118000,USD,118000,US,100,US,M
2020,2,MI,FT,Data Scientist,1,138350,USD,138350,US,100,US,M
2021,2,MI,FT,Data Scientist,1,160000,SGD,119059,SG,100,IL,M
2020,3,SE,FT,Data Scientist,1,412000,USD,412000,US,100,US,L
2020,1,EN,FT,Data Scientist,1,105000,USD,105000,US,100,US,S
2023,3,SE,FT,Data Engineer,2,190000,USD,190000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,230000,USD,230000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,206000,USD,206000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,284310,USD,284310,US,0,US,M
2023,3,SE,FT,Data Engineer,2,153090,USD,153090,US,0,US,M
2023,3,SE,FT,Data Engineer,2,204500,USD,204500,DE,0,DE,M
2023,3,SE,FT,Data Engineer,2,142200,USD,142200,DE,0,DE,M
2023,2,MI,FT,Data Engineer,2,120000,GBP,146263,GB,0,GB,M
2023,2,MI,FT,Data Engineer,2,100000,GBP,121886,GB,0,GB,M
2023,3,SE,FT,Data Engineer,2,215000,USD,215000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,175000,USD,175000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,162500,USD,162500,US,0,US,M
2023,2,MI,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,136600,USD,136600,US,100,US,M
2023,3,SE,FT,Data Engineer,2,109280,USD,109280,US,100,US,M
2023,3,SE,FT,Data Engineer,2,146000,USD,146000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,94000,USD,94000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,185000,USD,185000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,254000,USD,254000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,200000,USD,200000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,161000,USD,161000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,85000,USD,85000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,171250,USD,171250,US,0,US,M
2023,3,SE,FT,Data Engineer,2,113750,USD,113750,US,0,US,M
2023,3,SE,FT,Data Engineer,2,146000,USD,146000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,75000,USD,75000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,146000,USD,146000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,75000,USD,75000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,204000,USD,204000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,161500,USD,161500,US,100,US,M
2023,3,SE,FT,Data Engineer,2,265000,USD,265000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,200000,USD,200000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,217000,USD,217000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,185000,USD,185000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,72000,USD,72000,CO,100,CO,M
2023,3,SE,FT,Data Engineer,2,60000,USD,60000,CO,100,CO,M
2023,3,SE,FT,Data Engineer,2,170000,USD,170000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,117300,USD,117300,US,0,US,M
2023,2,MI,FT,Data Engineer,2,69000,USD,69000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,182000,USD,182000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,144000,USD,144000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,260000,USD,260000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,190000,USD,190000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,260000,USD,260000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,225000,USD,225000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,186600,USD,186600,US,100,US,M
2023,2,MI,FT,Data Engineer,2,116500,USD,116500,US,100,US,M
2023,3,SE,FT,Data Engineer,2,80000,USD,80000,AR,100,AR,M
2023,3,SE,FT,Data Engineer,2,60000,USD,60000,AR,100,AR,M
2023,3,SE,FT,Data Engineer,2,163800,USD,163800,US,0,US,M
2023,3,SE,FT,Data Engineer,2,126000,USD,126000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,40000,GBP,48754,GB,100,GB,M
2023,1,EN,FT,Data Engineer,2,35000,GBP,42660,GB,100,GB,M
2023,3,SE,FT,Data Engineer,2,161800,USD,161800,US,0,US,M
2023,3,SE,FT,Data Engineer,2,121400,USD,121400,US,0,US,M
2023,2,MI,FT,Data Engineer,2,90000,GBP,109697,GB,0,GB,M
2023,2,MI,FT,Data Engineer,2,70000,GBP,85320,GB,0,GB,M
2023,4,EX,FT,Data Engineer,2,200000,USD,200000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,252000,USD,252000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,129000,USD,129000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,162500,USD,162500,US,0,US,M
2023,2,MI,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,174350,USD,174350,US,100,US,M
2023,3,SE,FT,Data Engineer,2,126800,USD,126800,US,100,US,M
2023,3,SE,FT,Data Engineer,2,245000,USD,245000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,140000,USD,140000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,242000,USD,242000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,195000,USD,195000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,253200,USD,253200,US,0,US,M
2023,3,SE,FT,Data Engineer,2,90700,USD,90700,US,0,US,M
2023,2,MI,FT,Data Engineer,2,162500,USD,162500,US,0,US,M
2023,2,MI,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,270703,USD,270703,US,0,US,M
2023,3,SE,FT,Data Engineer,2,221484,USD,221484,US,0,US,M
2023,3,SE,FT,Data Engineer,2,203300,USD,203300,US,100,US,M
2023,3,SE,FT,Data Engineer,2,123600,USD,123600,US,100,US,M
2023,3,SE,FT,Data Engineer,2,231500,USD,231500,US,100,US,M
2023,3,SE,FT,Data Engineer,2,166000,USD,166000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,238000,USD,238000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,176000,USD,176000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,237000,USD,237000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,201450,USD,201450,US,100,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,81500,USD,81500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,193500,USD,193500,US,100,US,M
2023,3,SE,FT,Data Engineer,2,139000,USD,139000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,225000,USD,225000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,175000,USD,175000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,185000,USD,185000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,217000,USD,217000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,185000,USD,185000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,165000,USD,165000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,132300,USD,132300,US,0,US,M
2023,3,SE,FT,Data Engineer,2,179170,USD,179170,US,0,US,M
2023,3,SE,FT,Data Engineer,2,94300,USD,94300,US,0,US,M
2023,3,SE,FT,Data Engineer,2,247300,USD,247300,US,0,US,M
2023,3,SE,FT,Data Engineer,2,133800,USD,133800,US,0,US,M
2023,3,SE,FT,Data Engineer,2,185900,USD,185900,US,0,US,M
2023,3,SE,FT,Data Engineer,2,129300,USD,129300,US,0,US,M
2023,3,SE,FT,Data Engineer,2,252000,USD,252000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,129000,USD,129000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,161800,USD,161800,US,100,US,M
2023,3,SE,FT,Data Engineer,2,141600,USD,141600,US,100,US,M
2023,2,MI,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,70000,USD,70000,US,100,US,M
2023,1,EN,FT,Data Engineer,2,85000,USD,85000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,65000,USD,65000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,95000,USD,95000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,75000,USD,75000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,100000,USD,100000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,70000,USD,70000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,162500,USD,162500,US,0,US,M
2023,2,MI,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,241000,USD,241000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,155000,USD,155000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,220000,USD,220000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,190000,USD,190000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,140000,USD,140000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,220000,USD,220000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,205000,USD,205000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,180000,USD,180000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,200000,USD,200000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,100,US,M
2023,1,EN,FT,Data Engineer,2,1400000,INR,17029,IN,100,IN,L
2023,3,SE,FT,Data Engineer,2,128000,USD,128000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,81500,USD,81500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,185000,USD,185000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,100000,USD,100000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,85000,USD,85000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,65000,USD,65000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,220000,USD,220000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,240500,USD,240500,US,0,US,L
2023,3,SE,FT,Data Engineer,2,123700,USD,123700,US,0,US,L
2023,4,EX,FT,Data Engineer,2,175000,USD,175000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,110000,USD,110000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,219535,USD,219535,US,100,US,M
2023,3,SE,FT,Data Engineer,2,146115,USD,146115,US,100,US,M
2023,3,SE,FT,Data Engineer,2,179000,USD,179000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,109000,USD,109000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,85000,USD,85000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,65000,USD,65000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,222000,USD,222000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,175000,USD,175000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,221000,USD,221000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,147000,USD,147000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,240000,USD,240000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,183600,USD,183600,US,0,US,M
2023,3,SE,FT,Data Engineer,2,250000,USD,250000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,200000,USD,200000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,85000,USD,85000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,65000,USD,65000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,125000,USD,125000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,90000,USD,90000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,146000,USD,146000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,75000,USD,75000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,203100,USD,203100,US,0,US,M
2023,3,SE,FT,Data Engineer,2,114500,USD,114500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,252000,USD,252000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,129000,USD,129000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,92700,USD,92700,US,100,US,M
2023,1,EN,FT,Data Engineer,2,61800,USD,61800,US,100,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,130000,USD,130000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,146000,USD,146000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,75000,USD,75000,US,0,US,M
2022,1,EN,FT,Data Engineer,2,57000,EUR,59888,NL,100,NL,L
2023,4,EX,FT,Data Engineer,2,286000,USD,286000,US,100,US,M
2023,4,EX,FT,Data Engineer,2,207000,USD,207000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,223250,USD,223250,US,0,US,M
2023,3,SE,FT,Data Engineer,2,178600,USD,178600,US,0,US,M
2023,3,SE,FT,Data Engineer,2,128000,USD,128000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,81500,USD,81500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,171250,USD,171250,US,0,US,M
2023,3,SE,FT,Data Engineer,2,113750,USD,113750,US,0,US,M
2023,3,SE,FT,Data Engineer,2,165000,USD,165000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,132300,USD,132300,US,0,US,M
2023,3,SE,FT,Data Engineer,2,230000,USD,230000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,124500,USD,124500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,115000,USD,115000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,180000,USD,180000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,165000,USD,165000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,143865,USD,143865,US,0,US,M
2023,2,MI,FT,Data Engineer,2,115092,USD,115092,US,0,US,M
2023,3,SE,FT,Data Engineer,2,167500,USD,167500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,106500,USD,106500,US,0,US,M
2023,2,MI,FT,Data Engineer,2,149600,USD,149600,US,0,US,M
2023,2,MI,FT,Data Engineer,2,102000,USD,102000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,151000,USD,151000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,CA,100,CA,M
2023,3,SE,FT,Data Engineer,2,145000,USD,145000,CA,100,CA,M
2023,3,SE,FT,Data Engineer,2,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,111000,USD,111000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,265000,USD,265000,US,0,US,M
2023,4,EX,FT,Data Engineer,2,235000,USD,235000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,160000,USD,160000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,130000,USD,130000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,75000,USD,75000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,60400,USD,60400,US,100,US,M
2023,3,SE,FT,Data Engineer,2,252000,USD,252000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,129000,USD,129000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,92700,USD,92700,US,100,US,M
2023,1,EN,FT,Data Engineer,2,61800,USD,61800,US,100,US,M
2023,1,EN,FT,Data Engineer,2,62000,USD,62000,US,100,US,M
2023,1,EN,FT,Data Engineer,2,58000,USD,58000,US,100,US,M
2023,1,EN,FT,Data Engineer,2,125000,USD,125000,US,0,US,M
2023,1,EN,FT,Data Engineer,2,90000,USD,90000,US,0,US,M
2023,3,SE,FT,Data Engineer,2,163800,USD,163800,US,0,US,M
2023,3,SE,FT,Data Engineer,2,126000,USD,126000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,90000,USD,90000,US,100,US,M
2023,2,MI,FT,Data Engineer,2,90000,USD,90000,US,100,US,M
2023,3,SE,FT,Data Engineer,2,139500,USD,139500,US,0,US,M
2023,3,SE,FT,Data Engineer,2,109400,USD,109400,US,0,US,M
2023,2,MI,FT,Data Engineer,2,145000,USD,145000,US,0,US,M
2023,2,MI,FT,Data Engineer,2,120000,USD,120000,US,0,US,M
